,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,0.02,0.04,105389,14.9,0.0,8.3,101202,0.0,N/A,15982,24.1%,6.1%,1.5%
Thammasat University,0,0.01,176243,14.3,0.0,5.7,18047,0.0,N/A,2051,35.6%,2%,0.7%
Ankara University,0.05,0.16,378662,37.3,1.5,6.2,31820,3,N/A,1342,35.3%,1.4%,2.1%
Universidade Estadual de Londrina,0.35,0.37,405350,17.1,0.7,3.2,37150,0.7,N/A,N/A,19%,3.2%,1.8%
Dokuz Eylul University,0.02,0.04,105389,14.9,0.0,8.3,101202,0.0,N/A,15982,24.1%,6.1%,1.5%
Universidade Federal da Bahia,0.14,0.07,145847,8,0.1,2.8,55871,0,N/A,-,33.4%,6.5%,0.8%
Kharazmi University,0.06,0.1,135161,14.7,0.0,12.9,5381,0.0,N/A,2485,17.4%,0%,1.3%
UFG - Universidade Federal de Goiás,0.15,0.07,14778,10.3,0.0,5.4,14391,0.0,N/A,11611,28.6%,3.7%,0.1%
Makerere University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Prince of Songkla University,0.06,0.11,126094,9.9,0.0,3,12529,0.0,N/A,3679,39%,1%,3%
University of Pecs,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universidad Austral de Chile,0.14,0.05,149538,7.4,0.0,5.7,79838,0.0,N/A,31991,68.6%,12.5%,5%
"University of the Sunshine Coast, Australia",N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
De La Salle University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Pusan National University,0.13,0.52,670255,17.1,2.3,29.4,249950,2.3,N/A,28532,33.2%,10.4%,11.9%
Chungnam National University,0.07,0.26,-,20.6,0.9,28.7,99410,0.9,N/A,7635,27.7%,2.2%,1.1%
Canterbury Christ Church University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Central Lancashire,0.05,0.25,N/A,20.3,0.0,11,28581,0.0,N/A,1013,70.3%,22.1%,17%
Beijing Jiaotong University,0.16,0.16,309001,7.6,0,27.4,33859,0.8,N/A,10116,22%,2.2%,0.5%
Universidad Nacional de Cordoba,0.24,0.12,25677,3.6,1.7,1.6,1985,5.1,N/A,89,45.6%,1.6%,2.8%
Federal University of Viçosa,0.16,0.13,234199,9.3,0,6.4,13444,0.7,N/A,12951,26.9%,5%,1.9%
University of Antioquia,0.24,0.08,-,11.4,0.1,2.3,629186,0.2,N/A,15144,60.6%,12.9%,0.5%
University of Sfax,0.48,0.48,9300,9.8,4.4,6.5,2729,4.4,N/A,0,51.9%,0.9%,1%
Khon Kaen University,0.09,0.24,195208,19.2,0.0,4.8,35686,0.0,N/A,256,31.6%,0.4%,0.4%
Mohammed V University of Rabat,0.04,0.07,36434,13.5,0.0,3.6,14853,0.0,N/A,10850,41.1%,0%,2.1%
Kaunas University of Technology,0.03,0.03,40897,5.4,0.0,9.2,14902,0.0,N/A,6367,31.9%,0.5%,1.5%
Universidade Federal de São Carlos,0.5,0.32,308462,11.1,1.4,7.8,68603,2.2,N/A,3950,32%,5.2%,2.9%
Tamkang University,0,0.01,211357,24.6,1.9,12.2,50989,1.9,N/A,2071,31.8%,2%,3.6%
Marmara University,-,-,-,-,0.0,-,-,0.0,N/A,-,23%,-,N/A
University of Tunis El Manar,0.36,0.37,49512,13.3,2.2,7.8,20043,2.2,N/A,110,53.4%,4.7%,0.8%
Ege University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Chungbuk National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Lethbridge,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Obafemi Awolowo University (OAU),N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universitas Padjadjaran,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Vietnam National University - Ho Chi Minh City (VNU-HCM),N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Kangwon National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Calcutta,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universidad del Norte,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Rowan University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Chapman University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universidad Nacional de Educacion a Distancia,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universitas Sebelas Maret,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
