,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,0.04,0.1,137018,18.3,6.3,1.4,20207,5.5,0.95,4787,21.4%,1.2%,2.1%
Beijing Jiaotong University,0.12,0.2,416160,14.9,15,9.1,114293,21.1,0.95,47766,22.4%,14.7%,6.9%
Thammasat University,0.02,0.05,628118,11.7,13.2,1.8,67165,9.1,0.76,7612,32.3%,7.3%,1.5%
Rowan University,0.07,-,605951,17.5,0.8,-,-,0.8,1.25,1192,23.9%,10.9%,3%
University of Calcutta,-,1.42,335263,24.6,8.6,1.4,85865,5.2,0.82,14655,20.3%,0%,0.5%
UFG - Universidade Federal de Goiás,0.11,0.17,277131,15.1,2.2,3.6,28282,4,0.82,7603,26.2%,2.9%,0.5%
Mohammed V University of Rabat,0.16,0.68,79728,39.9,2.6,3.2,27239,1.2,0.9,14866,31.5%,1%,3.1%
Kangwon National University,0.04,0.16,492590,22.3,7.1,6.9,78692,6.9,0.91,5291,26.2%,0.9%,3%
Prince of Songkla University,0.02,0.05,364478,14.3,4.1,2.3,24313,3.8,0.83,7352,37.8%,3.4%,1.9%
Universitas Sebelas Maret,0.04,0.11,69032,18.7,2.9,1.4,58440,2.4,0.94,-,13.3%,10.6%,0.9%
Kaunas University of Technology,0.04,0.08,211082,14.7,2.6,3.3,38754,3.6,0.88,11043,40.7%,2%,8.4%
Ankara University,0.06,0.08,199543,15.8,7.2,1.2,26577,17.3,0.9,2049,26.4%,2.8%,5.2%
"University of the Sunshine Coast, Australia",0.04,0.24,575809,30.3,4.2,9.6,77059,4,1.36,14216,48.9%,17.4%,18.3%
Chungnam National University,0.08,0.3,496911,21.1,1.7,7.7,170817,3.9,0.89,17574,23.9%,2.9%,4.2%
Obafemi Awolowo University (OAU),0.04,0.16,9772,24.8,4.6,2.2,1314,4.6,0.89,0,41%,0.4%,0.1%
Pusan National University,0.1,0.34,704946,16.5,18.1,11,189519,16.1,0.98,18089,25%,4%,4.6%
Universitas Padjadjaran,0.12,0.25,96884,14,5.6,0.9,9388,7.1,0.82,8111,24.1%,6.3%,1.5%
Vietnam National University - Ho Chi Minh City (VNU-HCM),0.01,0.03,5,22.7,8.2,1.6,1,11.2,1.07,0,44.7%,4.3%,0.8%
University of Sfax,0.18,0.31,8799,12.6,1.6,4.1,1467,6.1,0.9,0,51.4%,0.8%,1.7%
Khon Kaen University,0.06,0.2,708273,19.4,12.7,3.4,53901,9.6,0.87,32452,33.3%,6%,2.3%
Canterbury Christ Church University,0.03,0.13,294613,17.3,0,1.9,3631,0.8,1.13,311,21.4%,15.7%,13.4%
Ege University,0.07,0.21,364007,26.7,7.7,2.7,57234,5.3,0.84,9340,23.9%,0.4%,2%
Universidade Federal de São Carlos,0.24,0.31,273619,14.8,17.8,5.6,46093,10.9,0.88,11496,30.6%,2.4%,1.7%
Universidad Nacional de Cordoba,0.02,0.02,89070,18.7,11.2,0.6,1689,10.5,0.94,1446,43.9%,1.4%,1.5%
Tamkang University,0.01,0.05,242223,23.5,8.5,3.2,22430,3.7,0.89,1598,33.3%,5.1%,8.1%
Marmara University,0.03,0.13,212522,35.3,6.2,1.7,5204,7.1,0.92,3151,23.9%,3.7%,4%
De La Salle University,0.03,0.1,212223,15.3,2.4,2.1,25702,4.5,0.98,0,31.9%,1.4%,3.1%
Universidade Estadual de Londrina,0.1,0.2,213578,13.8,1,1.5,86262,2.8,0.81,30179,23.7%,1.2%,0.6%
University of Lethbridge,0.01,0.03,411841,12.7,3.8,3.4,19275,0.9,1,104,46.5%,11%,10.8%
Universidad Austral de Chile,0.02,0.04,241944,17.8,2.9,2.9,53204,2.5,1.02,18475,60.6%,8.3%,1.9%
Makerere University,0.01,0.05,126,22,12.7,3,65,11,1.33,8,76.2%,10.3%,2.8%
Chapman University,0.22,0.49,744868,12.7,1.8,2.6,15094,0,1.22,628,38.6%,7%,7.4%
Chungbuk National University,0.06,0.15,183132,13.9,0.7,4.8,113815,3.4,0.92,10574,25.8%,3%,6.1%
University of Tunis El Manar,0.21,0.26,29277,8.9,0,3.4,10777,7.7,0.94,346,48.6%,2.7%,1.6%
Kharazmi University,0.29,0.38,109859,15.4,0,3.5,14429,0.3,0.93,2142,23.5%,0%,2.4%
Federal University of Viçosa,0.18,0.23,381102,15.3,11.2,4.5,34601,10.2,0.83,19280,25.1%,1.5%,1.2%
