,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Dokuz Eylul University,0.01,0.05,44766,28.8,0.0,5.3,7440,0.0,0.97,0,34.4%,0%,3.1%
Mohammed V University of Rabat,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Sfax,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Khon Kaen University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Chapman University,0,0,-,20.7,1.3,7.1,33307,0,1.63,0,28.9%,0%,4.2%
Universitas Sebelas Maret,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Antioquia,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universitas Padjadjaran,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universidad Nacional de Cordoba,0.02,0.03,62458,53.7,0.6,0.3,2760,0.6,0.67,1445,41.1%,1.7%,0.4%
Universidad del Norte,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Federal University of Viçosa,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Kangwon National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Beijing Jiaotong University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Calcutta,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Central Lancashire,0.08,0.27,N/A,16.5,0.6,7.1,10728,1.3,1.28,0,42.9%,11.1%,13.2%
Vietnam National University - Ho Chi Minh City (VNU-HCM),N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Marmara University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Obafemi Awolowo University (OAU),N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Tunis El Manar,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Rowan University,0,0,332497,27.1,0.0,4,9878,0.0,1.55,0,12.3%,2%,2.5%
Chungbuk National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Kaunas University of Technology,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Universidade Federal de São Carlos,0.27,0.21,218436,6.8,0.4,4.1,10995,0.9,0.86,0,26.4%,1.9%,2%
Tamkang University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Prince of Songkla University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Lethbridge,-,0,-,-,0.0,10,32753,0.0,1.07,-,32.1%,-,N/A
Universidad Austral de Chile,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
University of Pecs,0.07,0.35,620993,22.9,0.8,5.1,810,1.3,1.28,0,38.5%,0%,15.5%
UFG - Universidade Federal de Goiás,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Makerere University,N/A,0,113,40.7,0,5.4,2,0.7,1.17,0,87%,6.5%,1.5%
Kharazmi University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Thammasat University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Dokuz Eylul University,0.01,0.05,44766,28.8,0.0,5.3,7440,0.0,0.97,0,34.4%,0%,3.1%
Ankara University,0.1,0.06,1748,12.6,0,2.2,258,0.8,0.98,41,31.6%,2.9%,3.4%
Universidade Estadual de Londrina,0.01,0.02,138441,10.1,0,3,41318,0.4,0.56,0,23.2%,3.4%,0.5%
Universidade Federal da Bahia,0.12,0.07,125429,13.5,0.4,1.8,8423,1.7,0.49,623,31.8%,1.5%,0.3%
Universidad Nacional de Educacion a Distancia,0.01,0.09,-,99,1.3,3.4,-,0.4,1.15,-,35%,0.7%,3.2%
Chungnam National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
Canterbury Christ Church University,0.4,1.04,N/A,16.5,1.3,4.9,711,0,1,0,16.3%,30.1%,11.3%
Pusan National University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
De La Salle University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
"University of the Sunshine Coast, Australia",0.07,0.26,448962,23.7,0.9,6.6,42413,0,1.04,1726,34.2%,17.5%,8.7%
Ege University,N/A,N/A,N/A,N/A,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
